GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Sun Dec 23 18:16:30 GMT 2018

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	Es_tot	Es_heat	Es_cool	Es_light	Q_heat	Q_cool	E_lights	windowLength	windowWidth	beamS
244	190	7	1	2.2461385216479057E10	1.549788656689015E10	3.6608189110056567E9	3.302679738583251E9	9.686179104306343E9	3.328017191823324E9	1.0008120419949247E9	3.13125	1.9	26.5625	Global search reduced cost.
249	191	1	1	2.2444274360763863E10	1.553918862415573E10	3.609674352209619E9	3.2954113843985143E9	9.71199289009733E9	3.2815221383723807E9	9.986095104237922E8	3.01875	1.95625	26.875	Exploration base, Delta = 0.0625.
250	191	2	1	2.2444294822004635E10	1.5551742461862669E10	3.5964255720931697E9	3.296126788048796E9	9.719839038664167E9	3.269477792811972E9	9.988262994087261E8	3.0125	1.95625	26.875	Cost not reduced at windowLength-dwindowLength.
251	191	3	1	2.252733244912589E10	1.5607067132311277E10	3.6233199526756887E9	3.2969453641389236E9	9.754416957694548E9	3.293927229705171E9	9.990743527693709E8	3.025	1.95625	26.875	Cost not reduced at windowLength+dwindowLength.
252	191	4	1	2.252597931542261E10	1.5600060540144938E10	3.6304016711104608E9	3.295517104167215E9	9.750037837590586E9	3.300365155554964E9	9.986415467173378E8	3.01875	1.9625	26.875	Cost not reduced at windowWidth+dwindowWidth.
253	191	5	1	2.2445901057244896E10	1.5558858693101234E10	3.5894767048198166E9	3.2975656593238454E9	9.72428668318827E9	3.2631606407452874E9	9.992623210072259E8	3.01875	1.95	26.875	Cost not reduced at windowWidth-dwindowWidth.
254	191	6	1	2.2444274360763863E10	1.553918862415573E10	3.609674352209619E9	3.2954113843985143E9	9.71199289009733E9	3.2815221383723807E9	9.986095104237922E8	3.01875	1.95625	27.1875	Cost not reduced at beamS+dbeamS.
255	191	7	1	2.2526776024767723E10	1.5619596158811674E10	3.609515800627344E9	3.2976640653287034E9	9.762247599257296E9	3.2813780005703125E9	9.992921410086981E8	3.01875	1.95625	26.5625	Cost not reduced at beamS-dbeamS.
249	191	8	1	2.2444274360763863E10	1.553918862415573E10	3.609674352209619E9	3.2954113843985143E9	9.71199289009733E9	3.2815221383723807E9	9.986095104237922E8	3.01875	1.95625	26.875	Global search reduced cost.
256	192	1	1	2.2429999988668705E10	1.559521816201918E10	3.5453239859165225E9	3.289457840733001E9	9.747011351261988E9	3.2230218053786564E9	9.968054062827277E8	2.90625	2.0125	27.1875	Exploration base, Delta = 0.0625.
257	192	2	1	2.2430636634434254E10	1.5608320684045624E10	3.5321248897014394E9	3.290191060687191E9	9.755200427528515E9	3.2110226270013084E9	9.970275941476337E8	2.9	2.0125	27.1875	Cost not reduced at windowLength-dwindowLength.
258	192	3	1	2.2512178103561676E10	1.5661797177534927E10	3.5594593185919437E9	3.290921607434806E9	9.78862323595933E9	3.235872107810858E9	9.972489719499412E8	2.9125	2.0125	27.1875	Cost not reduced at windowLength+dwindowLength.
259	192	4	1	2.251068985980625E10	1.5655612906566847E10	3.5654137050381246E9	3.2896632482012777E9	9.784758066604279E9	3.241285186398295E9	9.968676509700842E8	2.90625	2.01875	27.1875	Cost not reduced at windowWidth+dwindowWidth.
260	192	5	1	2.2432576382105434E10	1.561466942474923E10	3.5264501884847026E9	3.2914567688715005E9	9.759168390468267E9	3.2058638077133656E9	9.974111420822729E8	2.90625	2.00625	27.1875	Cost not reduced at windowWidth-dwindowWidth.
261	192	6	1	2.2429999988668705E10	1.559521816201918E10	3.5453239859165225E9	3.289457840733001E9	9.747011351261988E9	3.2230218053786564E9	9.968054062827277E8	2.90625	2.0125	27.5	Cost not reduced at beamS+dbeamS.
262	192	7	1	2.2511989328526726E10	1.5675129241525099E10	3.5452014972330484E9	3.2916585897685776E9	9.796955775953186E9	3.2229104520300436E9	9.97472299929872E8	2.90625	2.0125	26.875	Cost not reduced at beamS-dbeamS.
256	192	8	1	2.2429999988668705E10	1.559521816201918E10	3.5453239859165225E9	3.289457840733001E9	9.747011351261988E9	3.2230218053786564E9	9.968054062827277E8	2.90625	2.0125	27.1875	Global search reduced cost.
263	193	1	1	2.242078895249507E10	1.5665500847841145E10	3.469767225016599E9	3.2855208796373296E9	9.790938029900715E9	3.154333840924181E9	9.956123877688878E8	2.79375	2.06875	27.5	Exploration base, Delta = 0.0625.
264	193	2	1	2.2421720777880753E10	1.5679330914643097E10	3.456108652229881E9	3.2862812110077744E9	9.799581821651936E9	3.1419169565726185E9	9.958427912144771E8	2.7875	2.06875	27.5	Cost not reduced at windowLength-dwindowLength.
265	193	3	1	2.2419762056686306E10	1.5651654387605469E10	3.4833435610686054E9	3.284764108012233E9	9.782283992253418E9	3.166675964607823E9	9.953830630340099E8	2.8	2.06875	27.5	Cost reduced     at windowLength+dwindowLength.
266	193	4	1	2.316422502171523E10	1.637284948534344E10	3.4912993770678716E9	3.3000761593039184E9	1.023303092833965E10	3.173908524607156E9	1.0000230785769451E9	2.8	2.075	27.5	Cost not reduced at windowWidth+dwindowWidth.
267	193	5	1	2.242246313398756E10	1.5670662428810135E10	3.4651630164681706E9	3.286637688709254E9	9.794164018006334E9	3.1501481967892456E9	9.9595081476038E8	2.8	2.0625	27.5	Cost not reduced at windowWidth-dwindowWidth.
268	193	6	1	2.2419762056686306E10	1.5651654387605469E10	3.4833435610686054E9	3.284764108012233E9	9.782283992253418E9	3.166675964607823E9	9.953830630340099E8	2.8	2.06875	27.8125	Cost not reduced at beamS+dbeamS.
269	193	7	1	2.250135680069359E10	1.5731170935130058E10	3.483258179713893E9	3.2869276858496366E9	9.831981834456285E9	3.166598345194448E9	9.960386926817081E8	2.8	2.06875	27.1875	Cost not reduced at beamS-dbeamS.
265	193	8	1	2.2419762056686306E10	1.5651654387605469E10	3.4833435610686054E9	3.284764108012233E9	9.782283992253418E9	3.166675964607823E9	9.953830630340099E8	2.8	2.06875	27.5	Global search reduced cost.
270	194	1	1	2.3617482096998352E10	1.6916856223027885E10	3.401640428475853E9	3.2989854454946117E9	1.0573035139392427E10	3.0924003895235023E9	9.996925592407916E8	2.69375	2.125	27.8125	Exploration base, Delta = 0.0625.
271	194	2	1	2.3617094110989037E10	1.690392046489664E10	3.4150255819268236E9	3.2981480641655746E9	1.05649502905604E10	3.1045687108425665E9	9.994388073229014E8	2.7	2.125	27.8125	Cost reduced     at windowLength+dwindowLength.
272	194	3	1	2.3615253756120354E10	1.6887106981090559E10	3.4321320546718187E9	3.296014720357973E9	1.0554441863181599E10	3.120120049701653E9	9.987923395024161E8	2.7	2.13125	27.8125	Cost reduced     at windowWidth+dwindowWidth.
273	194	4	1	2.3615253756120354E10	1.6887106981090559E10	3.4321320546718187E9	3.296014720357973E9	1.0554441863181599E10	3.120120049701653E9	9.987923395024161E8	2.7	2.13125	28.125	Cost not reduced at beamS+dbeamS.
274	194	5	1	2.369651566224671E10	1.6966301628460062E10	3.432079186476284E9	3.2981348473103633E9	1.0603938517787539E10	3.1200719877057123E9	9.994348022152617E8	2.7	2.13125	27.5	Cost not reduced at beamS-dbeamS.
275	194	6	1	2.2418962117855705E10	1.5637758826988874E10	3.4971911505184126E9	3.2840121403484197E9	9.773599266868046E9	3.179264682289466E9	9.951551940449758E8	2.80625	2.06875	27.5	Cost reduced     at windowLength+dwindowLength.
276	194	7	1	2.324582770543139E10	1.6439696467382969E10	3.5047031476968017E9	3.3014280903516207E9	1.0274810292114355E10	3.1860937706334558E9	1.0004327546520063E9	2.80625	2.075	27.5	Cost not reduced at windowWidth+dwindowWidth.
277	194	8	1	2.242159377562616E10	1.5657237354860172E10	3.478474177566283E9	3.2858822431997023E9	9.785773346787607E9	3.1622492523329844E9	9.957218918786978E8	2.80625	2.0625	27.5	Cost not reduced at windowWidth-dwindowWidth.
278	194	9	1	2.2418962117855705E10	1.5637758826988874E10	3.4971911505184126E9	3.2840121403484197E9	9.773599266868046E9	3.179264682289466E9	9.951551940449758E8	2.80625	2.06875	27.8125	Cost not reduced at beamS+dbeamS.
279	194	10	1	2.250065162603999E10	1.5717383999200916E10	3.497096991898109E9	3.286170634940963E9	9.823364999500572E9	3.179179083543735E9	9.958092833154433E8	2.80625	2.06875	27.1875	Cost not reduced at beamS-dbeamS.
275	194	11	1	2.2418962117855705E10	1.5637758826988874E10	3.4971911505184126E9	3.2840121403484197E9	9.773599266868046E9	3.179264682289466E9	9.951551940449758E8	2.80625	2.06875	27.5	Local search reduced cost.
280	195	1	1	2.241831269554701E10	1.562394596564743E10	3.511103496185647E9	3.2832632337139335E9	9.764966228529644E9	3.191912269259679E9	9.949282526405859E8	2.8125	2.06875	27.5	Exploration base, Delta = 0.0625.
281	195	2	1	2.249972665862763E10	1.5690162101357218E10	3.5248979756857476E9	3.284666581584663E9	9.80635131334826E9	3.2044527051688614E9	9.9535350957111E8	2.81875	2.06875	27.5	Cost not reduced at windowLength+dwindowLength.
281	195	3	1	2.2418962117855705E10	1.5637758826988874E10	3.4971911505184126E9	3.2840121403484197E9	9.773599266868046E9	3.179264682289466E9	9.951551940449758E8	2.80625	2.06875	27.5	Cost not reduced at windowLength-dwindowLength.
282	195	4	1	2.324553929415414E10	1.6426491560253578E10	3.518415765499187E9	3.300631968401376E9	1.0266557225158485E10	3.1985597868174424E9	1.0001915055761745E9	2.8125	2.075	27.5	Cost not reduced at windowWidth+dwindowWidth.
283	195	5	1	2.242061795178006E10	1.5643076566412949E10	3.492412258077779E9	3.2851291272893324E9	9.776922854008093E9	3.1749202346161623E9	9.954936749361614E8	2.8125	2.0625	27.5	Cost not reduced at windowWidth-dwindowWidth.
284	195	6	1	2.241831269554701E10	1.562394596564743E10	3.511103496185647E9	3.2832632337139335E9	9.764966228529644E9	3.191912269259679E9	9.949282526405859E8	2.8125	2.06875	27.8125	Cost not reduced at beamS+dbeamS.
285	195	7	1	2.2500106722371384E10	1.5703686142624811E10	3.5110039310457997E9	3.285416648700772E9	9.814803839140507E9	3.1918217554961815E9	9.955808026365976E8	2.8125	2.06875	27.1875	Cost not reduced at beamS-dbeamS.
280	195	8	1	2.241831269554701E10	1.562394596564743E10	3.511103496185647E9	3.2832632337139335E9	9.764966228529644E9	3.191912269259679E9	9.949282526405859E8	2.8125	2.06875	27.5	Global search reduced cost.
285	196	1	1	2.249972665862763E10	1.5690162101357218E10	3.5248979756857476E9	3.284666581584663E9	9.80635131334826E9	3.2044527051688614E9	9.9535350957111E8	2.81875	2.06875	27.5	Exploration base, Delta = 0.0625.
286	196	2	1	2.249876583792316E10	1.5676474497544758E10	3.538372032116257E9	3.283919308262145E9	9.797796560965473E9	3.2167018473784156E9	9.95127063109741E8	2.825	2.06875	27.5	Cost reduced     at windowLength+dwindowLength.
287	196	3	1	2.3245452460295437E10	1.6400664836921593E10	3.5457375611730785E9	3.2990500622007627E9	1.0250415523075994E10	3.2233977828846164E9	9.997121400608373E8	2.825	2.075	27.5	Cost not reduced at windowWidth+dwindowWidth.
288	196	4	1	2.241942055756232E10	1.5615658528654213E10	3.5201292070441236E9	3.283632821863983E9	9.759786580408882E9	3.200117460949203E9	9.950402490496919E8	2.825	2.0625	27.5	Cost reduced     at windowWidth-dwindowWidth.
289	196	5	1	2.241942055756232E10	1.5615658528654213E10	3.5201292070441236E9	3.283632821863983E9	9.759786580408882E9	3.200117460949203E9	9.950402490496919E8	2.825	2.0625	27.8125	Cost not reduced at beamS+dbeamS.
290	196	6	1	2.250125886755861E10	1.569544358272174E10	3.5200261974720836E9	3.285789087364784E9	9.809652239201088E9	3.2000238158837123E9	9.956936628378133E8	2.825	2.0625	27.1875	Cost not reduced at beamS-dbeamS.
290	196	7	1	2.249972665862763E10	1.5690162101357218E10	3.5248979756857476E9	3.284666581584663E9	9.80635131334826E9	3.2044527051688614E9	9.9535350957111E8	2.81875	2.06875	27.5	Cost not reduced at windowLength+dwindowLength.
290	196	8	1	2.2418962117855705E10	1.5637758826988874E10	3.4971911505184126E9	3.2840121403484197E9	9.773599266868046E9	3.179264682289466E9	9.951551940449758E8	2.80625	2.06875	27.5	Cost not reduced at windowLength-dwindowLength.
290	196	9	1	2.242061795178006E10	1.5643076566412949E10	3.492412258077779E9	3.2851291272893324E9	9.776922854008093E9	3.1749202346161623E9	9.954936749361614E8	2.8125	2.0625	27.5	Cost not reduced at windowWidth-dwindowWidth.
290	196	10	1	2.324553929415414E10	1.6426491560253578E10	3.518415765499187E9	3.300631968401376E9	1.0266557225158485E10	3.1985597868174424E9	1.0001915055761745E9	2.8125	2.075	27.5	Cost not reduced at windowWidth+dwindowWidth.
290	196	11	1	2.241831269554701E10	1.562394596564743E10	3.511103496185647E9	3.2832632337139335E9	9.764966228529644E9	3.191912269259679E9	9.949282526405859E8	2.8125	2.06875	27.8125	Cost not reduced at beamS+dbeamS.
290	196	12	1	2.2500106722371384E10	1.5703686142624811E10	3.5110039310457997E9	3.285416648700772E9	9.814803839140507E9	3.1918217554961815E9	9.955808026365976E8	2.8125	2.06875	27.1875	Cost not reduced at beamS-dbeamS.
280	196	13	1	2.241831269554701E10	1.562394596564743E10	3.511103496185647E9	3.2832632337139335E9	9.764966228529644E9	3.191912269259679E9	9.949282526405859E8	2.8125	2.06875	27.5	Iteration step did not reduce cost. Maximum number of step reductions reached.
280	196	14	1	2.241831269554701E10	1.562394596564743E10	3.511103496185647E9	3.2832632337139335E9	9.764966228529644E9	3.191912269259679E9	9.949282526405859E8	2.8125	2.06875	27.5	Minimum point.
